#G0 pedestal    G1 pedestal    G2 pedestal    G0 gain    G1 gain    G2 gain     #G1 Energy      #G2 Energy
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
100             100             100             10        1             0.1     300	            7000
